scaffold	point_estimate	UPPER_CI
superscaffold26.99	1.00289491557741	1.008505955048
superscaffold26.98	1.00051381884164	1.00240919614192
superscaffold26.97	1.00037127182888	1.00166273736213
superscaffold26.96	1.00288491776243	1.01076122405055
superscaffold26.95	1.00069908238455	1.00288122285906
superscaffold26.94	1.00050544150918	1.00072412381744
superscaffold26.93	1.00183955137021	1.00694449350557
superscaffold26.92	1.00021783143631	1.00027667062065
superscaffold26.91	0.99999304279636	1.00021149192711
superscaffold26.90	1.00385814884974	1.01434755618162
superscaffold26.89	1.00005191269926	1.00052017995295
superscaffold26.88	1.01866102568701	1.06528059745321
superscaffold26.87	1.00452751902591	1.01583792707631
superscaffold26.86	1.0032547863556	1.01196207680993
superscaffold26.85	1.00125446423282	1.00268516671542
superscaffold26.84	1.00663858757769	1.02161545223875
superscaffold26.83	1.00242451717908	1.00720328557559
superscaffold26.82	1.00016962472955	1.00037157673745
superscaffold26.81	1.00089631623017	1.00245821575198
superscaffold26.80	1.00029597548403	1.00094817056282
superscaffold26.79	1.00045528236523	1.00214513342683
superscaffold26.78	1.00141911522667	1.0052852326511
superscaffold26.77	1.0010028130903	1.00393894509027
superscaffold26.76	1.00165925611677	1.00571225155108
superscaffold26.75	1.00063242347941	1.00254017376098
superscaffold26.74	1.00091742815832	1.00331751203534
superscaffold26.73	1.00068601638451	1.00283758388309
superscaffold26.72	1.00365206504922	1.01026664583006
superscaffold26.71	1.00474438040366	1.01734268100301
superscaffold26.70	1.00015473910776	1.00092471049933
superscaffold26.69	1.00044622172256	1.00192086090358
superscaffold26.68	1.00102701407101	1.00402132952489
superscaffold26.67	1.00120721761204	1.0038446737737
superscaffold26.66	1.00146421822214	1.0038623955205
superscaffold26.65	1.0001586442287	1.0003811292045
superscaffold26.64	1.00099936474886	1.00194373972679
superscaffold26.63	1.00041501339695	1.00109878100041
superscaffold26.62	1.00046855425455	1.00200812834475
superscaffold26.61	1.0014379511597	1.00570538289945
superscaffold26.60	1.00014929058765	1.00105827475571
superscaffold26.59	1.00499019528664	1.01835967309885
superscaffold26.58	1.0026578212488	1.00958482933171
superscaffold26.57	1.00153587673266	1.00457402241603
superscaffold26.56	1.00058057248581	1.00256060869823
superscaffold26.55	1.00145687566698	1.00534462751619
superscaffold26.54	1.00043759855545	1.00185361476814
superscaffold26.53	1.00150506503448	1.00560090286915
superscaffold26.52	1.00069751542365	1.00285970903259
superscaffold26.51	1.00009759976735	1.00025442432309
superscaffold26.50	1.00005976078627	1.00040713939055
superscaffold26.49	1.00005651741266	1.0002902008202
superscaffold26.48	1.00087722641238	1.00268034806417
superscaffold26.47	1.01228382524978	1.03411264699723
superscaffold26.46	1.00111694216904	1.00412840341488
superscaffold26.45	1.00248344610644	1.00735063152619
superscaffold26.44	1.00083073526927	1.002756229541
superscaffold26.43	1.00437701247728	1.01312886671151
superscaffold26.42	1.00346097952608	1.00927407695802
superscaffold26.41	1.00422776273886	1.01527347582435
superscaffold26.40	1.00365630494977	1.01212582609243
superscaffold26.39	1.00092504676718	1.00170774950026
superscaffold26.38	1.0013621410721	1.00533247106201
superscaffold26.37	1.00027015845207	1.00150154711649
superscaffold26.36	1.00046997274839	1.00186030547185
superscaffold26.35	1.0010941224122	1.00364029069489
superscaffold26.34	1.00339867241879	1.01201957701164
superscaffold26.33	1.00470856999207	1.01650346417622
superscaffold26.32	1.00295667229875	1.01042029299352
superscaffold26.31	1.00040626466602	1.00153727894382
superscaffold26.30	1.0011026248731	1.00457446877608
superscaffold26.29	1.00062014474999	1.00248564316887
superscaffold26.28	1.00298245213468	1.01118262797571
superscaffold26.27	1.00039603707656	1.00176891496989
superscaffold26.26	0.99979751770964	0.999813236550077
superscaffold26.25	1.00131553930397	1.00519372076751
superscaffold26.24	1.00033524297613	1.00178456334538
superscaffold26.23	1.00150091038935	1.00530163242089
superscaffold26.22	1.00179482068181	1.00684745334486
superscaffold26.21	1.0009862994502	1.00385371263599
superscaffold26.20	1.00220240185661	1.00831517612507
superscaffold26.19	1.0011164915711	1.00363449666782
superscaffold26.18	1.00017397536807	1.00109185334068
superscaffold26.17	1.00431918916246	1.01456964840081
superscaffold26.16	1.00138811328612	1.00521881252358
superscaffold26.15	1.0003481364976	1.00144820876059
superscaffold26.14	1.0006214055802	1.00198203373454
superscaffold26.13	1.00039247366724	1.00105957319866
superscaffold26.12	1.00048766785561	1.00196368457913
superscaffold26.11	1.00016185735606	1.00041604379486
superscaffold26.10	1.00045924196563	1.00185072495526
superscaffold26.9	1.00056469411913	1.00171413720177
superscaffold26.8	1.00033245778132	1.00150831127744
superscaffold26.7	1.02109046199976	1.07351200238717
superscaffold26.6	1.00033129250432	1.0013643571052
superscaffold26.5	1.00039009685939	1.00059308814351
superscaffold26.4	1.00221387369428	1.008153796663
superscaffold26.3	1.00317354752044	1.00645600094247
superscaffold26.2	1.00323302283697	1.01211824947413
superscaffold26.1	1.00058824340583	1.00200441794024
