scaffold	point_estimate	UPPER_CI
superscaffold54.45	1.00007421627568	1.00044737726553
superscaffold54.44	1.00018158083479	1.00074724762249
superscaffold54.43	0.999906272565318	1.00004805484737
superscaffold54.42	0.999815973769573	0.999871050967524
superscaffold54.41	1.00020685684566	1.00128646518057
superscaffold54.40	1.00018800809533	1.0006463655217
superscaffold54.39	1.00015597857731	1.00097263051059
superscaffold54.38	1.00031524328165	1.00135482754124
superscaffold54.37	1.00014438560955	1.0002684529234
superscaffold54.36	1.0000731420428	1.00053776191999
superscaffold54.35	0.999903263784949	1.00018606154998
superscaffold54.34	1.00040741916137	1.0012092923143
superscaffold54.33	1.00116708318812	1.00340288454477
superscaffold54.32	0.999984120133815	1.00013026870758
superscaffold54.31	1.00039416893106	1.00090793974307
superscaffold54.30	0.999838721585459	0.999909029989584
superscaffold54.29	1.00039515270552	1.00160586636069
superscaffold54.28	1.00030253742811	1.00154632057024
superscaffold54.27	0.999927396806601	1.00028750514824
superscaffold54.26	0.99998901165313	1.00036837266727
superscaffold54.25	1.00016829434009	1.00030290211694
superscaffold54.24	1.00006801075685	1.00049300529704
superscaffold54.23	1.00015837725591	1.00065421296349
superscaffold54.22	1.00049095540773	1.00231415467463
superscaffold54.21	1.00038028064784	1.00050057068623
superscaffold54.20	1.00002408584712	1.00046663357948
superscaffold54.19	1.00010759394569	1.00077537104799
superscaffold54.18	1.00010904433461	1.00036731897571
superscaffold54.17	1.0007569368403	1.00204852160873
superscaffold54.16	1.00028636669856	1.00074448036528
superscaffold54.15	1.00044224852686	1.00123619497631
superscaffold54.14	1.00004313210924	1.00032709716766
superscaffold54.13	0.999848870790957	0.999898232392267
superscaffold54.12	1.00028527170368	1.0015181974289
superscaffold54.11	1.00044619962293	1.00076021831001
superscaffold54.10	1.00037828463251	1.00119276317452
superscaffold54.9	1.00039138382302	1.00080062663946
superscaffold54.8	1.00043230133259	1.00101726252084
superscaffold54.7	1.00049941148677	1.00199496264034
superscaffold54.6	1.00012384459962	1.00100340796042
superscaffold54.5	0.999806945733344	0.999836212553479
superscaffold54.4	1.00015231865786	1.00062955583683
superscaffold54.3	1.00042159358424	1.0014480756886
superscaffold54.2	1.00018181283352	1.00093053662655
superscaffold54.1	0.999887338204799	0.99993499467388
superscaffold26.174	1.00260698097115	1.0087900673923
superscaffold26.173	1.0008648536355	1.00324595191871
superscaffold26.172	1.00015786602194	1.00033862342208
superscaffold26.171	0.999867544615983	0.999992882901523
superscaffold26.170	1.00035309275079	1.0009626676187
superscaffold26.169	1.00011843222733	1.00024946565366
superscaffold26.168	1.00078643854161	1.0031537051424
superscaffold26.167	1.00030625461133	1.00133427509782
superscaffold26.166	0.999825148781266	0.999879148230607
superscaffold26.165	1.00138436480156	1.00487831110882
superscaffold26.164	0.999810670770893	0.999818764916708
superscaffold26.163	1.00047614430958	1.00219220234268
superscaffold26.162	1.00170752494656	1.00678677502015
superscaffold26.161	1.0052947674812	1.01935827109734
superscaffold26.160	1.00039989025094	1.00174132348094
superscaffold26.159	1.00061944269918	1.00279621306377
superscaffold26.158	1.00096416030421	1.00382297062174
superscaffold26.157	1.00012096506382	1.00029545622158
superscaffold26.156	1.00021751839119	1.00056559754076
superscaffold26.155	1.00076027965047	1.00309537751683
superscaffold26.154	1.00061250357788	1.00266525836361
superscaffold26.153	1.00008550393057	1.00014068880964
superscaffold26.152	1.00013076957609	1.00052340967252
superscaffold26.151	1.00031931785959	1.0009976663958
superscaffold26.150	1.00009416799052	1.00027590024937
superscaffold26.149	1.00050174083098	1.00153695484435
superscaffold26.148	1.00005811966935	1.00033374072025
superscaffold26.147	1.00053078730546	1.00194265469318
superscaffold26.146	0.999886112865367	1.00009686100426
superscaffold26.145	1.00042558397742	1.00163049746721
superscaffold26.144	1.00060554396177	1.00244937979203
superscaffold26.143	1.0028702004681	1.00991821814978
superscaffold26.142	1.00073771733095	1.00201513263923
superscaffold26.141	1.00088578353516	1.00356149977897
superscaffold26.140	1.00018747237738	1.00050841803113
superscaffold26.139	1.00011757100488	1.00069497769474
superscaffold26.138	1.00000514902492	1.00046487992984
superscaffold26.137	1.00049191922957	1.00196001651877
superscaffold26.136	1.00029827473028	1.00135381366205
superscaffold26.135	1.00000810176446	1.00057465716541
superscaffold26.134	1.00047051873816	1.00227649776599
superscaffold26.133	1.00024516807871	1.00090796176183
superscaffold26.132	1.00025977777147	1.0013263325185
superscaffold26.131	1.00015669200044	1.00079820521581
superscaffold26.130	0.999911381447582	1.00003365267419
superscaffold26.129	1.00107355059785	1.00446774604117
superscaffold26.128	1.00158096882347	1.00548861124432
superscaffold26.127	1.00059545906433	1.00244465907501
superscaffold26.126	1.00004586044194	1.00064521596314
superscaffold26.125	0.999951644202886	1.0003074295589
superscaffold26.124	1.00006275381325	1.00009156420755
superscaffold26.123	1.00540879707485	1.01865134897962
superscaffold26.122	1.00087456948856	1.00361789695114
superscaffold26.121	1.00064891320193	1.00265908222872
superscaffold26.120	1.00027540137273	1.00128429894298
superscaffold26.119	1.00056986313551	1.00196904385158
superscaffold26.118	1.00015521473096	1.00028038791166
superscaffold26.117	1.00048204177349	1.00169932322274
superscaffold26.116	1.00024296044568	1.00134319023669
superscaffold26.115	0.99984803485317	0.99990742437323
superscaffold26.114	1.00012219946624	1.00042343617759
superscaffold26.113	1.00024476392453	1.00135706030937
superscaffold26.112	1.00046909507556	1.00202281956058
superscaffold26.111	0.999905304943491	1.0001194038454
superscaffold26.110	0.999906476344398	1.00017998094578
superscaffold26.109	1.00001238086853	1.00032396721237
superscaffold26.108	0.999927505457442	0.999949631188806
superscaffold26.107	0.99992504355355	1.00022441002306
superscaffold26.106	1.0002865009462	1.00068956930213
superscaffold26.105	1.00004698185805	1.00031942475304
superscaffold26.104	1.00041974482557	1.00121036835517
superscaffold26.103	0.999961954673271	1.00002441022309
superscaffold26.102	1.00018146183492	1.00072795239306
superscaffold26.101	1.00042571843785	1.0012885453616
superscaffold26.100	0.999836402947108	0.999853712286002
superscaffold26.99	1.00028668210473	1.00118901524737
superscaffold26.98	1.00015008904854	1.00047086936885
superscaffold26.97	0.999925316449827	1.00006909748114
superscaffold26.96	0.999938200582529	1.00014880926905
superscaffold26.95	1.00019432163135	1.00022136171056
superscaffold26.94	1.00066093416353	1.00236894055791
superscaffold26.93	1.00225659309052	1.00683360309723
superscaffold26.92	1.00004299421751	1.00011816385194
superscaffold26.91	1.00032689803078	1.00066967546535
superscaffold26.90	1.00013298836994	1.00078043509707
superscaffold26.89	1.00056209991633	1.00144577111154
superscaffold26.88	0.999894004264614	1.00006223806065
superscaffold26.87	1.00208783956685	1.00790135498861
superscaffold26.86	0.999962449802786	1.00020303624036
superscaffold26.85	0.999949119796837	1.00027902460413
superscaffold26.84	1.00022366504185	1.00112611129617
superscaffold26.83	0.999979789432993	1.00013573703031
superscaffold26.82	1.00004771378567	1.00067621411749
superscaffold26.81	1.00055523061766	1.00161025357912
superscaffold26.80	1.00052137192137	1.00234617550342
superscaffold26.79	1.00066054383189	1.00262861240399
superscaffold26.78	0.999923979010197	1.00023444860084
superscaffold26.77	1.00022228371431	1.00121147776857
superscaffold26.76	1.00024674208661	1.00119427046633
superscaffold26.75	0.999867309129644	0.999891113002091
superscaffold26.74	1.00064665163845	1.00269470693682
superscaffold26.73	1.00033650159206	1.00077294955383
superscaffold26.72	0.999881623372954	1.00008281816278
superscaffold26.71	1.0008135626851	1.00335145394921
superscaffold26.70	1.00023744173547	1.00109477245491
superscaffold26.69	1.00002453052978	1.00057992842853
superscaffold26.68	1.00003800171816	1.00007874151123
superscaffold26.67	0.999823431304975	0.999823608214648
superscaffold26.66	1.00062350956239	1.00270797230283
superscaffold26.65	1.00012808390335	1.00082255605163
superscaffold26.64	0.999919911642641	1.00016897932702
superscaffold26.63	1.00018483441763	1.00106165703163
superscaffold26.62	1.00179915163239	1.00548297186743
superscaffold26.61	1.00055108018073	1.00258476692289
superscaffold26.60	0.999894001095303	0.999936571041336
superscaffold26.59	0.999874237832245	0.999970982855153
superscaffold26.58	1.00029553328204	1.00109414102674
superscaffold26.57	1.00005720015339	1.00056174025457
superscaffold26.56	1.00038623263075	1.00186992649399
superscaffold26.55	0.999979657260128	1.00020867616608
superscaffold26.54	1.00004767120556	1.00069780543444
superscaffold26.53	1.00014678584768	1.00099699636489
superscaffold26.52	1.00002608894641	1.00014576737688
superscaffold26.51	0.999970161023018	1.00029095730326
superscaffold26.50	1.00039948437526	1.00187405935842
superscaffold26.49	1.00025619625822	1.00107309639641
superscaffold26.48	1.00037995503977	1.00192923419339
superscaffold26.47	0.99992189912747	1.00005369344863
superscaffold26.46	1.00056052087878	1.00205301692049
superscaffold26.45	1.00000298584075	1.00049900829619
superscaffold26.44	1.00052676639859	1.00214776328656
superscaffold26.43	1.00053529666185	1.00238938349847
superscaffold26.42	1.00112697757171	1.00434537057491
superscaffold26.41	1.00057007543239	1.00250574934906
superscaffold26.40	1.00007791400646	1.00076750004343
superscaffold26.39	1.00141595152981	1.00508301337009
superscaffold26.38	1.00150721422827	1.00428497095616
superscaffold26.37	1.00052436147165	1.00208849019376
superscaffold26.36	0.999979267594448	1.00022826414044
superscaffold26.35	1.00074966245516	1.00326576308941
superscaffold26.34	1.00006621040658	1.00061116093976
superscaffold26.33	1.00046390419632	1.00193371445892
superscaffold26.32	1.00030293137699	1.00103722293612
superscaffold26.31	1.00037569463569	1.0017993145492
superscaffold26.30	1.00075762453445	1.00300951401304
superscaffold26.29	0.999941133105837	1.0001422302893
superscaffold26.28	1.00081767983968	1.00325001078034
superscaffold26.27	1.0000988119945	1.00081675775499
superscaffold26.26	0.999907279496634	1.00011074277373
superscaffold26.25	1.00002486958783	1.00010153257531
superscaffold26.24	1.00085094457482	1.00361520686002
superscaffold26.23	1.00000938939716	1.00031853827828
superscaffold26.22	1.00056259877637	1.00170858116918
superscaffold26.21	1.00081301758739	1.0033217511614
superscaffold26.20	1.00038920832785	1.00185804279301
superscaffold26.19	1.00076501198217	1.00185976521941
superscaffold26.18	0.999966708533177	0.999992611838442
superscaffold26.17	1.0000069935825	1.0003361245687
superscaffold26.16	1.00007743240542	1.00058787005155
superscaffold26.15	0.99991871036259	1.00015357368504
superscaffold26.14	1.00006790669809	1.00053552282198
superscaffold26.13	1.00059431746931	1.00266546910651
superscaffold26.12	0.999959069317698	1.0003467352462
superscaffold26.11	1.00086609119151	1.00368989393012
superscaffold26.10	1.00065031226015	1.00255641620338
superscaffold26.9	1.00019386422035	1.0010645197093
superscaffold26.8	1.00016001421817	1.00079207022598
superscaffold26.7	1.00086709048418	1.00371949013619
superscaffold26.6	1.00121795487628	1.00477731777223
superscaffold26.5	1.00057604017579	1.00184923702438
superscaffold26.4	1.00064304199269	1.00155835125227
superscaffold26.3	0.999832551725563	0.999927832377843
superscaffold26.2	0.999930790042251	1.00009964453004
superscaffold26.1	1.00016272022977	1.0005438721337
